Field name,Comment
grp_available_resp[1]/grp_consented[1]/grp_income_labor[1]/repeat_earn_unearn[6]/grp_unearned_income[1]/grp_supp_govern[1]/govt_freq_reg,previously beneficiary of ched during his 1st year to 3rd year but currently stop studying because he decided to focus on his family and her wife got pregnant.
